timestamp,serial,frame,lat,lon,alt,vel_v,vel_h,heading,temp,humidity,pressure,type,freq_mhz,snr,f_error_hz,sats,batt_v,burst_timer,aux_data
2026-07-12T11:56:10.002Z,Y0342986,2285,21.02924,105.78593,3087.3,7.3,7.0,249.9,-273.0,-1.0,-1.0,RS41,403.000,6.4,-125,9,3.0,,
2026-07-12T11:56:12.002Z,Y0342986,2287,21.02922,105.78580,3099.4,5.0,5.9,273.4,-273.0,-1.0,-1.0,RS41,403.000,6.6,-125,9,3.0,,
2026-07-12T11:56:13.002Z,Y0342986,2288,21.02923,105.78575,3105.4,7.2,4.5,291.6,-273.0,-1.0,-1.0,RS41,403.000,6.8,-125,8,3.0,,
2026-07-12T11:56:14.002Z,Y0342986,2289,21.02924,105.78572,3112.3,6.7,3.2,300.5,-273.0,-1.0,-1.0,RS41,403.000,6.8,-125,8,3.0,,
2026-07-12T11:56:15.002Z,Y0342986,2290,21.02925,105.78569,3118.2,5.2,3.1,289.8,-273.0,-1.0,-1.0,RS41,403.000,6.3,-125,10,3.0,,
2026-07-12T11:57:01.002Z,Y0342986,2336,21.02869,105.78319,3377.9,5.0,6.6,273.1,-273.0,-1.0,-1.0,RS41,403.000,7.3,-125,10,3.0,,
2026-07-12T11:57:02.002Z,Y0342986,2337,21.02870,105.78312,3382.7,4.5,6.4,271.2,-273.0,-1.0,-1.0,RS41,403.000,7.3,-125,9,3.0,,
2026-07-12T11:57:03.002Z,Y0342986,2338,21.02869,105.78307,3387.4,4.6,5.1,264.9,-273.0,-1.0,-1.0,RS41,403.000,7.3,-125,9,3.0,,
2026-07-12T11:57:04.002Z,Y0342986,2339,21.02869,105.78303,3392.6,5.8,3.6,251.0,-273.0,-1.0,-1.0,RS41,403.000,7.3,-125,9,3.0,,
2026-07-12T11:57:05.002Z,Y0342986,2340,21.02867,105.78300,3398.5,5.8,2.6,234.9,-273.0,-1.0,-1.0,RS41,403.000,7.1,-125,10,3.0,,
2026-07-12T11:57:06.002Z,Y0342986,2341,21.02866,105.78298,3404.3,5.9,2.0,240.7,-273.0,-1.0,-1.0,RS41,403.000,7.1,-125,10,3.0,,
2026-07-12T11:57:07.002Z,Y0342986,2342,21.02866,105.78296,3409.7,4.6,2.8,271.8,-273.0,-1.0,-1.0,RS41,403.000,6.9,-125,10,3.0,,
2026-07-12T11:57:09.002Z,Y0342986,2344,21.02867,105.78287,3420.5,7.0,6.8,278.9,-273.0,-1.0,-1.0,RS41,403.000,7.2,-125,9,3.0,,
2026-07-12T11:57:10.002Z,Y0342986,2345,21.02867,105.78280,3426.6,5.1,8.6,268.3,-273.0,-1.0,-1.0,RS41,403.000,7.2,-125,10,3.0,,
2026-07-12T11:57:11.002Z,Y0342986,2346,21.02867,105.78272,3431.1,3.9,8.7,262.9,-273.0,-1.0,-1.0,RS41,403.000,7.0,-125,10,3.0,,
2026-07-12T11:57:26.002Z,Y0342986,2361,21.02828,105.78186,3510.1,6.4,9.3,246.5,-273.0,-1.0,-1.0,RS41,403.000,7.1,-125,9,3.0,,
2026-07-12T11:57:27.002Z,Y0342986,2362,21.02825,105.78177,3517.3,6.9,9.5,256.7,-273.0,-1.0,-1.0,RS41,403.000,7.1,-125,10,3.0,,
2026-07-12T11:57:28.002Z,Y0342986,2363,21.02824,105.78168,3522.9,4.0,8.9,263.3,-273.0,-1.0,-1.0,RS41,403.000,7.2,-125,10,3.0,,
2026-07-12T11:57:29.002Z,Y0342986,2364,21.02823,105.78160,3527.9,5.7,7.6,267.9,-273.0,-1.0,-1.0,RS41,403.000,7.7,-125,10,3.0,,
2026-07-12T11:57:30.002Z,Y0342986,2365,21.02823,105.78154,3534.3,7.0,5.5,267.8,-273.0,-1.0,-1.0,RS41,403.000,7.7,-125,9,3.0,,
2026-07-12T11:57:31.002Z,Y0342986,2366,21.02823,105.78149,3540.5,5.4,4.4,265.2,-273.0,-1.0,-1.0,RS41,403.000,7.4,-125,10,3.0,,
2026-07-12T11:57:32.002Z,Y0342986,2367,21.02823,105.78145,3546.2,6.2,4.4,265.2,-273.0,-1.0,-1.0,RS41,403.000,7.4,-125,10,3.0,,
2026-07-12T11:57:33.002Z,Y0342986,2368,21.02822,105.78140,3552.7,7.0,5.8,269.3,-273.0,-1.0,-1.0,RS41,403.000,7.9,-125,10,3.0,,
2026-07-12T11:57:34.002Z,Y0342986,2369,21.02823,105.78134,3559.3,5.9,6.9,272.0,-273.0,-1.0,-1.0,RS41,403.000,7.9,-125,10,3.0,,
2026-07-12T11:57:35.002Z,Y0342986,2370,21.02823,105.78127,3565.4,6.1,7.2,267.6,-273.0,-1.0,-1.0,RS41,403.000,7.2,-125,10,3.0,,
2026-07-12T11:57:36.002Z,Y0342986,2371,21.02822,105.78120,3571.1,5.4,7.5,258.4,-273.0,-1.0,-1.0,RS41,403.000,7.7,-125,10,3.0,,
2026-07-12T11:57:37.002Z,Y0342986,2372,21.02820,105.78113,3576.5,5.5,7.6,248.4,-273.0,-1.0,-1.0,RS41,403.000,8.5,-125,10,3.0,,
2026-07-12T11:57:38.002Z,Y0342986,2373,21.02817,105.78106,3581.2,4.3,8.0,246.9,-273.0,-1.0,-1.0,RS41,403.000,8.5,-125,10,3.0,,
2026-07-12T11:57:39.002Z,Y0342986,2374,21.02815,105.78098,3586.0,4.9,8.9,252.8,-273.0,-1.0,-1.0,RS41,403.000,8.5,-125,10,3.0,,
2026-07-12T11:57:40.002Z,Y0342986,2375,21.02813,105.78090,3591.5,5.7,9.0,261.3,-273.0,-1.0,-1.0,RS41,403.000,8.5,-125,10,3.0,,
2026-07-12T11:57:41.002Z,Y0342986,2376,21.02812,105.78081,3597.5,6.0,8.2,269.0,-273.0,-1.0,-1.0,RS41,403.000,8.9,-125,10,3.0,,
