timestamp,serial,frame,lat,lon,alt,vel_v,vel_h,heading,temp,humidity,pressure,type,freq_mhz,snr,f_error_hz,sats,batt_v,burst_timer,aux_data
2026-07-13T23:52:42.001Z,Y0342990,1798,21.02061,105.80539,2147.6,5.9,3.1,208.3,-273.0,-1.0,-1.0,RS41,403.000,6.5,-125,10,3.1,,
2026-07-13T23:52:58.001Z,Y0342990,1814,21.02036,105.80522,2241.3,5.4,2.1,146.1,-273.0,-1.0,-1.0,RS41,403.000,6.4,-125,10,3.1,,
2026-07-13T23:52:59.001Z,Y0342990,1815,21.02034,105.80523,2246.8,6.2,3.1,171.1,-273.0,-1.0,-1.0,RS41,403.000,7.0,-125,10,3.1,,
2026-07-13T23:53:00.001Z,Y0342990,1816,21.02031,105.80523,2253.2,6.6,3.0,184.7,-273.0,-1.0,-1.0,RS41,403.000,7.0,-125,10,3.1,,
2026-07-13T23:53:01.001Z,Y0342990,1817,21.02029,105.80523,2259.7,7.2,2.1,187.6,-273.0,-1.0,-1.0,RS41,403.000,7.0,-125,10,3.1,,
2026-07-13T23:53:02.001Z,Y0342990,1818,21.02027,105.80522,2266.0,5.7,1.1,198.5,-273.0,-1.0,-1.0,RS41,403.000,7.0,-125,10,3.1,,
2026-07-13T23:53:03.001Z,Y0342990,1819,21.02026,105.80522,2271.6,6.0,1.6,183.8,-273.0,-1.0,-1.0,RS41,403.000,6.9,-125,10,3.1,,
2026-07-13T23:53:04.001Z,Y0342990,1820,21.02024,105.80522,2277.6,6.0,2.4,160.3,-273.0,-1.0,-1.0,RS41-SG,403.000,6.9,-125,10,3.1,,
2026-07-13T23:53:05.001Z,Y0342990,1821,21.02022,105.80523,2282.8,5.4,2.7,182.4,-273.0,-1.0,-1.0,RS41-SG,403.000,6.7,-125,9,3.1,,
2026-07-13T23:53:07.001Z,Y0342990,1823,21.02018,105.80521,2293.8,6.1,1.9,201.1,-273.0,-1.0,-1.0,RS41-SG,403.000,6.8,-125,9,3.1,,
2026-07-13T23:53:08.001Z,Y0342990,1824,21.02017,105.80521,2299.5,5.7,0.7,221.0,-273.0,-1.0,-1.0,RS41-SG,403.000,6.5,-125,10,3.1,,
2026-07-13T23:53:09.001Z,Y0342990,1825,21.02016,105.80520,2305.2,6.0,0.8,161.9,-273.0,-1.0,-1.0,RS41-SG,403.000,6.8,-125,10,3.1,,
2026-07-13T23:53:12.001Z,Y0342990,1828,21.02012,105.80523,2322.3,5.6,1.7,187.1,-273.0,-1.0,-1.0,RS41-SG,403.000,6.1,-125,8,3.1,,
2026-07-13T23:53:18.001Z,Y0342990,1834,21.02005,105.80524,2355.7,6.2,1.8,184.4,-273.0,-1.0,-1.0,RS41-SG,403.000,6.5,-125,10,3.1,,
2026-07-13T23:53:19.001Z,Y0342990,1835,21.02004,105.80523,2361.4,5.8,1.0,223.4,-273.0,-1.0,-1.0,RS41-SG,403.000,6.4,-125,9,3.1,,
2026-07-13T23:53:22.001Z,Y0342990,1838,21.02001,105.80523,2378.2,5.8,1.5,175.8,-273.0,-1.0,-1.0,RS41-SG,403.000,6.8,-125,9,3.1,,
2026-07-13T23:53:23.001Z,Y0342990,1839,21.02000,105.80523,2384.1,6.2,2.3,206.2,-273.0,-1.0,-1.0,RS41-SG,403.000,7.1,-125,9,3.1,,
2026-07-13T23:53:24.001Z,Y0342990,1840,21.01998,105.80522,2390.3,6.5,1.4,214.4,-273.0,-1.0,-1.0,RS41-SG,403.000,7.2,-125,9,3.1,,
2026-07-13T23:53:25.001Z,Y0342990,1841,21.01998,105.80521,2396.1,5.7,1.0,244.7,-273.0,-1.0,-1.0,RS41-SG,403.000,7.5,-125,9,3.1,,
2026-07-13T23:53:26.001Z,Y0342990,1842,21.01997,105.80520,2402.1,6.2,0.9,176.9,-273.0,-1.0,-1.0,RS41-SG,403.000,8.0,-125,10,3.1,,
2026-07-13T23:53:27.001Z,Y0342990,1843,21.01996,105.80521,2408.2,6.4,1.7,151.4,16.9,-1.0,-1.0,RS41-SG,403.000,8.0,-125,10,3.1,,
2026-07-13T23:53:28.001Z,Y0342990,1844,21.01995,105.80521,2413.8,5.8,1.9,180.9,16.9,-1.0,-1.0,RS41-SG,403.000,8.0,-125,9,3.1,,
2026-07-13T23:53:29.001Z,Y0342990,1845,21.01993,105.80521,2419.7,6.2,2.6,203.2,16.9,-1.0,-1.0,RS41-SG,403.000,8.0,-125,10,3.1,,
2026-07-13T23:53:30.001Z,Y0342990,1846,21.01991,105.80520,2425.4,6.1,1.7,210.7,16.8,-1.0,-1.0,RS41-SG,403.000,7.9,-125,10,3.1,,
2026-07-13T23:53:31.001Z,Y0342990,1847,21.01990,105.80519,2431.5,5.8,0.8,245.1,16.8,-1.0,-1.0,RS41-SG,403.000,7.9,-125,10,3.1,,
2026-07-13T23:53:32.001Z,Y0342990,1848,21.01990,105.80518,2437.0,5.3,0.6,201.3,16.7,-1.0,-1.0,RS41-SG,403.000,7.2,-125,10,3.1,,
2026-07-13T23:53:35.001Z,Y0342990,1851,21.01986,105.80518,2454.3,5.6,2.3,214.3,16.6,-1.0,-1.0,RS41-SG,403.000,6.5,-125,9,3.1,,
2026-07-13T23:53:36.001Z,Y0342990,1852,21.01984,105.80517,2460.5,6.3,1.6,227.2,16.6,-1.0,-1.0,RS41-SG,403.000,6.5,-125,10,3.1,,
2026-07-13T23:53:38.001Z,Y0342990,1854,21.01984,105.80516,2472.9,6.0,0.5,240.5,16.5,-1.0,-1.0,RS41-SG,403.000,6.9,-125,10,3.1,,
2026-07-13T23:53:39.001Z,Y0342990,1855,21.01983,105.80515,2478.9,6.0,1.4,180.6,16.5,-1.0,-1.0,RS41-SG,403.000,6.8,-125,10,3.1,,
2026-07-13T23:53:40.001Z,Y0342990,1856,21.01982,105.80515,2484.9,6.0,1.9,201.3,16.4,-1.0,-1.0,RS41-SG,403.000,6.8,-125,10,3.1,,
2026-07-13T23:53:41.001Z,Y0342990,1857,21.01980,105.80514,2490.5,5.5,2.8,232.2,16.4,-1.0,-1.0,RS41-SG,403.000,7.5,-125,9,3.1,,
2026-07-13T23:53:42.001Z,Y0342990,1858,21.01979,105.80511,2496.2,6.1,3.4,248.1,16.4,-1.0,-1.0,RS41-SG,403.000,7.5,-125,10,3.1,,
2026-07-13T23:53:43.001Z,Y0342990,1859,21.01978,105.80509,2502.1,6.0,2.2,260.4,16.4,-1.0,-1.0,RS41-SG,403.000,7.0,-125,10,3.1,,
2026-07-13T23:53:44.001Z,Y0342990,1860,21.01978,105.80507,2508.0,6.4,1.2,259.4,16.3,-1.0,-1.0,RS41-SG,403.000,7.0,-125,10,3.1,,
2026-07-13T23:53:46.001Z,Y0342990,1862,21.01977,105.80505,2519.1,5.7,1.9,226.7,16.3,-1.0,-1.0,RS41-SG,403.000,6.8,-125,9,3.1,,
2026-07-13T23:53:47.001Z,Y0342990,1863,21.01975,105.80503,2525.0,6.1,3.0,237.8,16.3,-1.0,-1.0,RS41-SG,403.000,7.2,-125,10,3.1,,
2026-07-13T23:53:48.001Z,Y0342990,1864,21.01974,105.80501,2531.2,6.5,2.5,261.4,16.2,-1.0,-1.0,RS41-SG,403.000,7.2,-125,8,3.1,,
2026-07-13T23:53:49.001Z,Y0342990,1865,21.01975,105.80498,2537.0,5.6,2.5,288.9,16.2,-1.0,-1.0,RS41-SG,403.000,7.0,-125,10,3.1,,
2026-07-13T23:53:51.001Z,Y0342990,1867,21.01976,105.80495,2548.5,5.7,1.2,264.2,16.2,-1.0,-1.0,RS41-SG,403.000,5.9,-125,10,3.1,,
2026-07-13T23:53:52.001Z,Y0342990,1868,21.01975,105.80494,2554.5,6.3,2.0,230.5,16.2,-1.0,-1.0,RS41-SG,403.000,7.5,-125,10,3.1,,
