timestamp,serial,frame,lat,lon,alt,vel_v,vel_h,heading,temp,humidity,pressure,type,freq_mhz,snr,f_error_hz,sats,batt_v,burst_timer,aux_data
2026-07-16T11:53:02.999Z,Y0342949,1845,21.02608,105.83221,2080.3,4.6,11.7,127.5,-273.0,-1.0,-1.0,RS41,403.000,6.8,-125,10,3.0,,
2026-07-16T11:53:03.999Z,Y0342949,1846,21.02601,105.83227,2085.1,4.9,9.0,148.8,-273.0,-1.0,-1.0,RS41,403.000,8.1,-125,10,3.0,,
2026-07-16T11:53:04.999Z,Y0342949,1847,21.02596,105.83230,2091.0,6.8,4.1,179.1,-273.0,-1.0,-1.0,RS41,403.000,8.1,-125,10,3.0,,
2026-07-16T11:53:05.999Z,Y0342949,1848,21.02594,105.83231,2096.9,5.2,1.5,97.7,-273.0,-1.0,-1.0,RS41,403.000,7.5,-125,10,3.0,,
2026-07-16T11:53:06.999Z,Y0342949,1849,21.02595,105.83235,2102.5,6.0,7.3,75.4,-273.0,-1.0,-1.0,RS41,403.000,7.5,-125,10,3.0,,
2026-07-16T11:53:07.999Z,Y0342949,1850,21.02596,105.83243,2108.3,5.9,10.8,88.8,-273.0,-1.0,-1.0,RS41,403.000,7.0,-125,10,3.0,,
2026-07-16T11:53:08.999Z,Y0342949,1851,21.02595,105.83253,2114.5,6.7,10.2,96.4,-273.0,-1.0,-1.0,RS41,403.000,6.8,-125,10,3.0,,
2026-07-16T11:53:09.999Z,Y0342949,1852,21.02594,105.83262,2120.8,5.8,8.2,98.1,-273.0,-1.0,-1.0,RS41,403.000,7.0,-125,10,3.0,,
2026-07-16T11:53:10.999Z,Y0342949,1853,21.02593,105.83270,2125.9,4.7,7.9,101.5,-273.0,-1.0,-1.0,RS41,403.000,7.0,-125,10,3.0,,
2026-07-16T11:53:11.999Z,Y0342949,1854,21.02591,105.83278,2130.5,4.5,9.6,106.4,-273.0,-1.0,-1.0,RS41,403.000,6.9,-125,10,3.0,,
2026-07-16T11:53:12.999Z,Y0342949,1855,21.02588,105.83287,2135.5,5.4,10.7,111.7,-273.0,-1.0,-1.0,RS41,403.000,7.0,-125,10,3.0,,
2026-07-16T11:53:13.999Z,Y0342949,1856,21.02584,105.83296,2140.9,5.4,9.6,122.6,-273.0,-1.0,-1.0,RS41,403.000,8.1,-125,10,3.0,,
