timestamp,serial,frame,lat,lon,alt,vel_v,vel_h,heading,temp,humidity,pressure,type,freq_mhz,snr,f_error_hz,sats,batt_v,burst_timer,aux_data
2026-07-14T11:57:35.003Z,Y0342962,2605,21.02399,105.79596,3577.4,4.5,5.6,259.0,-273.0,-1.0,-1.0,RS41,403.000,8.4,-125,9,3.0,,
2026-07-14T11:57:36.003Z,Y0342962,2606,21.02397,105.79590,3583.0,6.0,8.4,241.4,-273.0,-1.0,-1.0,RS41,403.000,8.4,-125,9,3.0,,
2026-07-14T11:57:37.003Z,Y0342962,2607,21.02392,105.79585,3589.3,6.7,8.4,201.7,-273.0,-1.0,-1.0,RS41,403.000,9.0,-125,9,3.0,,
2026-07-14T11:57:38.003Z,Y0342962,2608,21.02385,105.79586,3595.5,5.1,8.3,154.0,10.5,-1.0,-1.0,RS41,403.000,9.0,-125,9,3.0,,
2026-07-14T11:57:40.003Z,Y0342962,2610,21.02377,105.79591,3609.6,7.5,0.9,196.4,10.4,-1.0,-1.0,RS41,403.000,8.4,-125,9,3.0,,
2026-07-14T11:57:41.003Z,Y0342962,2611,21.02377,105.79589,3615.9,4.3,4.3,295.4,10.4,-1.0,-1.0,RS41,403.000,8.8,-125,9,3.0,,
2026-07-14T11:57:42.003Z,Y0342962,2612,21.02378,105.79584,3620.9,5.1,6.6,268.1,10.3,-1.0,-1.0,RS41,403.000,8.8,-125,9,3.0,,
2026-07-14T11:57:43.003Z,Y0342962,2613,21.02375,105.79578,3626.4,5.6,7.8,222.4,10.3,-1.0,-1.0,RS41,403.000,8.5,-125,9,3.0,,
2026-07-14T11:57:44.003Z,Y0342962,2614,21.02369,105.79574,3632.9,6.5,8.9,196.5,10.2,-1.0,-1.0,RS41,403.000,8.6,-125,9,3.0,,
2026-07-14T11:57:45.003Z,Y0342962,2615,21.02361,105.79574,3639.3,5.7,8.6,174.3,10.1,-1.0,-1.0,RS41,403.000,8.8,-125,9,3.0,,
2026-07-14T11:57:46.003Z,Y0342962,2616,21.02354,105.79576,3644.6,4.4,7.5,147.0,10.1,-1.0,-1.0,RS41,403.000,8.8,-125,8,3.0,,
2026-07-14T11:57:48.003Z,Y0342962,2618,21.02350,105.79581,3656.1,5.5,1.4,314.0,9.9,-1.0,-1.0,RS41,403.000,7.8,-125,9,3.0,,
2026-07-14T11:57:49.003Z,Y0342962,2619,21.02351,105.79578,3662.1,5.6,5.4,264.9,9.9,-1.0,-1.0,RS41,403.000,7.8,-125,9,3.0,,
